German,Occidental
strotzen,exuperar
Nichtstuer,fa-necos
Nichtstuer,fa-nullone
Saubohne,fab(e)
Fabrik,fabrica
"herstellen, fabrizieren",fabricar
Märchen,fabul
"Märchen erzählen, fabulieren",fabular
Märchenerzähler,fabulist
"Facette, Schleifseite",facette
Maulschelle,faciata
"Gesicht, Seite",facie
"leicht, einfach",facil
"erleichtern, leicht machen",facilisar
Leichtigkeit,facilitá
"Faksimile, Kopie",facsimile
"faktisch, tatsächlich",factic
"Tatsache, Vorfall",facte
Faktor,factor
Faktorei,factoria
Rechnung,factura
Fakultät,facultá
"Fähigkeit, Befugnis, Vermögen",facultate
fakultativ,facultativ
"fade, reizlos, schal",fad
Buche,fago
Phalanx,falange
Sense,falce
mit der Sense mähen,falcear
Falke,falcon
Falkner,falconero
"Fehlschlag, Durchfallen",falliment
"durchfallen, verfehlen, durchfallen",fallir
falsch,fals
Kopfstimme,falsette
fälschen,falsificar
Fälschung,falsification
Foul,falte
Ruf,fama
Hunger,fame
Hungersnot,famine
familiär,familiari
Familie,familie
berühmt,famosi
Berühmtheit,famositá
"Fanal, Leuchtfeuer",fanale
fanatisch,fanatic
"Fan, Fanatiker",fanatico
Fanatismus,fanatisme
"Aufschneider, Angeber, Prahlhans",fanfaron
Wichtigtuerei,fanfaronada
"prahlen, angeben, aufschneiden",fanfaronar
"Schmutz, Straßenschmutz",fango
schmutzig,fangosi
Phantasie,fantasie
phantastisch,fantastic
Infanterist,fantassin
"machen, tun, veranlassen",far
anstehen,far file
einkaufen,far li compras
musizieren,far musica
abholen,far venir
zum Lachen bringen,far rider
Pharao,faraon
Füllsel (in Speisen),farce
Leuchtturm,fare
Mehl,farine
Rachen,faringe
pharisäisch,fariseic
Pharisäer,fariséo
pharmazeutisch,farmaceutic
Apotheke,farmacia
Apotheker,farmacist
Bauernhof,farme
Bauer,farmero
"Posse, Farce, Schabernack, Streich",farse
Possenreißer,farsero
"wild, ungezähmt, scheu",faruchi
Fasan,fasan
Bündel,fasce
faszinierend,fascinant
"faszinieren, bezaubern",fascinar
Faszination,fascination
Faschismus,fascisme
Faschist,fascist
Phase,fase
(weiße) Bohne,faseol
Fassade,fassade
"Form, Gestalt, Schnitt, Muster",fasson
"schneiden, gestalten (Kleidung, Haare), stylen",fassonar
fatal,fatal
Fatalismus,fatalisme
Schicksal,fate
Müdigkeit,fatiga
ermüden,fatigar
müde,fatigat
"oberflächlich, geckenhaft, blöd",fatui
fauchen,faucar
Rachen,fauce
Fauna,fauna
begünstigen,favorar
"Gunst, Gefälligkeit",favore
favorisieren,favorisar
"Favorit, Günstling",favorito
Fax,fax
Steingut,fayance
Fee,fea
Fieber,febre
fiebrig,febrosi
Februar,februar
"Kot, Mist, Scheiße, Exkrement",fec
fruchtbar (Lebewesen),fecund
verbünden,federar
föderativ,federativ
Föderation,federation
"Bund, Bündnis",fédere
Felge,felga
glücklich,felici
Glück,felicie
Glück,felicitá
beglückwünschen,felicitar
Glückwunsch,felicitation
Filz,feltre
aus Filz,feltrin
"Frau, Weib",fémina
weiblich,feminin
Feminismus,feminisme
Weiblichkeit,feminitá
"die Frauen, das weibliche Geschlecht",femité
Oberschenkelknochen,femur
Heu,fen
spalten,fender
Fenchel,fenicul
Phänomen,fenomen
phänomenal,fenomenal
Spaltung,fension
"Spalt, Spalte",fensura
Fenster,fenestre
"Messe, Jahrmarkt",ferie
gären,fermentar
Gärung,fermentation
wild,feroci
Wildheit,ferocitá
Eisen,ferre
Schmiedeeisen,ferre forjat
eisern,ferrin
Draht,ferro-fil
bügeln,ferroglattar
Bügeleisen,ferroglattuore
Eisenbahn,ferrovia
Eisenbahn-,ferroviari
fruchtbar,fertil
"fruchtbar machen, düngen",fertilisar
Fruchtbarkeit,fertilitá
Zuchtrute,ferul
"glühen, eifern",ferver
"Glut, Eifer",fervore
"glühend, eifernd",fervorosi
Fest,festa
Feiertag,festa-die
Freudenfeuer,festa-foy
festlich,festal
feiern,festar
"Festgelage, Bankett",festina
ein Bankett abhalten,festinar
festlich,festiv
Feierlichkeit,festivitá
"Zacken, Girlande, Blumengehänge",feston
stinken,feter
Fetisch,fetiche
stinkend,fetid
Gestank,fetiditá
"Fötus, Leibesfrucht",feto
feudal,feudal
Feudalismus,feudalisme
pfui!,fi!
Fiaker,fiacre
"Faser, Fiber",fibre
"Fibel, Kleiderspange, Schnalle",fibul
"Zettel, Karteikarte",fiche
Karteikasten,fichiere
fingieren,ficter
Fiktion,fiction
"fiktiv, erdacht",fictiv
"Vertrauen, Glaube, Zutrauen",fide
treu,fidel
Treue,fidelitá
vertrauen,fider
stolz,fier
Stolz,fieritá
Feige,figue
Feigenbaum,figueiro
Figur,figura
"Faden, Zwirn, Draht, Garn",fil
"Philatelie, Briefmarkenkunde",filatelie
"Schlange, Reihe",file
"Filet, Lendenstück, Rückenstück",filé
Tochter,filia
"Filiale, Zweigstelle",filiale
Farn,filice
Sohn,filio
Philippinen,Filipines
philippinisch,filipines
Philister,filistino
filtern,filtrar
Filter,filtre
Film,film
philologisch,filologic
Philologie,filologie
Philologe,filologo
Philosoph,filosof
philosophisch,filosofic
Philosophie,filosofie
"Gauner, Spitzbube",filú
"fein, zart",fin
"Ende, Ziel",fine
Wochenende,fine de semane
Feinheit,finesse
Fingerhut,fingrale
Finger,fingre
Zehe,fingre del pede
Fingerabdruck,fingre-print
"endlich, letztlich",final
Finale,finale
beenden,finir
"fest, sicher, stark, kräftig",firm
"stärken, festigen",firmar
"Stärke, Festigkeit",firmitá
Finnland,Finland
fiskalisch,fiscal
"Fiskus, Staatskasse",fisco
"physisch, körperlich",fisic
Physik,fisica
physikalisch,fisical
Physiognomie,fisionomie
"Fistel, Hohlgeschwür",fistul
"fest, unbeweglich",fix
"befestigen, fest machen",fixar
Befestigung,fixation
Festigkeit,fixitá
Pfütze,flac
Fladen,flad
Flagge,flagga
"peitschen, geißeln",flagellar
Auspeitschung,flagellatio
Peitsche,flagelle
augenscheinlich,flagrant
schnell verbrennen,flagrar
Flamme,flamme
"Bummel, Spaziergang",flanada
"bummeln, herum schlendern",flanar
Seite,flanca
"zur Seite stehen, flankieren",flancar
Flandern,Flandria
"wittern, riechen",flarar
"Witterung, Spürsinn",flare
schmeicheln,flattar
einschmeichelnd,flattosi
"Pups, Furz, Blähung",flatu
Flöte,flaute
Pfeil,fleche
Köcher (Pfeile),flechiere
Phlegma,flegma
"beugen, biegen",flexer
"biegsam, flexibel",flexibil
"Beugung, Biegung",flexion
Mädchen,flicca
Flitter,flittre
Blume,flor
Blumenbeet,flor-bed
Schneeflocke,flor de nive
blühen,florear
blühen,florescer
blühend,florescent
Blüte,florescentie
Florett,florette
Florist,florist
Floskel,floscul
flott sein,flott
"Treibgut, Strandgut",flottallia
"flößen, wehen (Fahne)",flottar
Flottille,flottille
Floß,flottuore
schwanken,fluctuar
"Fluktuation, Schwankung",fluctuation
fließend,fluent
"Fluss, Fließen",fluentie
fließen,fluer
Flut,flut
Fluss,fluvie
"Brennpunkt, Fokus",foco
"Scheide (eines Degens), Futteral",foderale
Laub,foliage
Blatt,folie
Feuilleton,folieton
Folklore,folklore
verrückt,folli
Wahnsinn,follie
Verrücktheit,foliesse
"hegen, nähren, aufwiegeln",fomentar
Guss,fonde
gießen (Metall),fonder
Gießerei,fonderíe
Gießer,fondero
phonetisch,fonetic
Phonetik,fonetica
"Füller, Füllfederhalter",fontan-plum
Springbrunnen,fontane
Quelle,fonte
Fußball,football
"fort, weg (auch als Vorsilbe)",for
"wegrennen, weglaufen",forcurrer
Loch,fore
durchlöchern,forear
"abführen, wegführen",forducter
"fremd, ausländisch",foren
Fremdsprache,foren lingue
"Fremder, Ausländer",foreno
Wald,forest
Förster,forestero
Ohrwurm,forficul
"Gepäckwagen, Güterwagen",forgon
schmieden,forjar
Schmiede,forjería
Schmied,forjero
verlassen,forlassar
Form,forme
Ameise,formica
wimmeln,formicar
Ameisenhaufen,formiciera
Formel,formul
formulieren,formular
Formular,formulare
Ofen,forn(e)
Futter,forrage
füttern,forragear
vielleicht,fórsan
"kräftig, stark",fort
Festung,forteresse
"stärken, kräftigen",fortiar
"Kraft, Stärke",fortie
befestigen,fortificar
"Glück, Vermögen",fortun
glücklich,fortunosi
"Forum, Marktplatz",forum
"wegfahren, abfahren",forvehicular
Phosphat,fosfate
Phosphor,fosfor
"Grube, Graben, Gruft",fosse
Fossil,fossile
Sessel,fotel
Photo,foto
Photograph,fotograf
fotografieren,fotografar
Photographie,fotografie
Fuchs,fox
Foxtrott,foxtrott
Feuer,foy
Irrlicht,foy errant
Feuerrost,foyiere
"feurig, glühend",foyori
"Zerschmetterung, Krachen",fracass
"zerschmettern, zertrümmern",fracassar
zerbrechen,fracter
Bruch,fractura
zerbrechlich,fragil
"Zerbrechlichkeit, Fragilität",fragilitá
"Fragment, Bruchstück",fragment
"fragmentarisch, bruchstückhaft",fragmentari
Himbeere,frambere
"Rahmen, Gestell",frame
"frei, aufrichtig, gerade",franc
Freimaurer,franc-masson
Aufrichtigkeit,francitá
"Französisch, französisch",francesi
Frankreich,Francia
Franse,frange
Schlag,frappa
frappierend,frappant
"schlagen, klopfen, anklopfen",frappar
Satz,frase
brüderlich,fraternal
verbrüdern,fraternisar
Verbrüderung,fraternisation
Brüderlichkeit,fraternitá
Bruder,fratre
"brüderlich, Bruder-",fratrin
Brüderlichkeit,fratritá
"Geschwister, Brüder",fratres
betrügen,fraudar
betrügerisch,fraudatori
Betrag,fraude
Betrüger,fraudero
Esche,fraxine
Fregatte,fregatte
Bremse,fren
bremsen,frenar
häufig,frequent
häufig besuchen,frequentar
Frequenz,frequentie
fräsen,fresar
Erdbeere,fresbere
Erdbeerstrauch,fresberiero
Fresko,fresco
Fracht,frete
bröckelig,friabil
bröckeln,friar
Frikassee,fricassé
reiben,fricter
Reibung,friction
"frieren, Kälte leiden",friger
kalt,frigid
Frigidität,frigiditá
mir ist kalt,yo frige
Kälte,frigore
"Schurke, Spitzbube",fripon
Schurkerei,friponeríe
backen,frir braten (Pfanne)
Fritteuse,fritura
frisch,frisc
Frische,friscore
frisieren,friser
Friseur,frisero
Schauder,frisson
schaudern,frissonar
Frisur,frisura
von (Bewegung von einem Ort weg),fro
frontal,frontal
"Stirn, Front",fronte
Titelseite,frontspicie
Grenze,frontiera
zerknittern,frossar
abreiben,frottar
Reiben,frottation
Frucht,fructe
"fruchtbar, voller Früchte",fructosi
Obst,fructes
Früchte tragen,fructifer
Obstgarten,fructiera
rascheln (eines Frauenkleides),frufrutar
"genügsam, mäßig, einfach",frugal
"Getreide, Weizen",frument
frustrieren,frustar
Frustration,frustration
Fuchsie,fucsia
Flüchtling,fugiard
Flucht,fugida
"fliehen, flüchten",fugir
flüchtig,fugitiv
Flüchtling,fugitor
Halstuch,fularde
wetterleuchten,fulgurar
Wetterleuchten,fulguration
blitzen,fulminar
Blitz,fúlmine
"Gewitter, Unwetter",fúlmin-tempe
Rauch,fum
rauchen,fumar
Raucher,fumator
räuchern,fumicar
Funktion,function
funktionieren,functionar
Funktionär,functionario
"Boden, Grund",fund
Fundament,fundament
gründen,fundar
Gründung,fundation
Gründer,fundator
"Trauer-, Leichen-",funebri
Trichter,funel
Beerdigung,funerale
"unheilvoll, verderblich",funest
Unheil,funestie
"Pilz, Schwamm",fungo
Drahtseilbahn,funiculare
Betrügerei,furberíe
"Schurke, Betrüger",furbon
Gabel,furcette
"wüten, rasen",furer
Frettchen,furette
Gepäckwagen,furgon
"wüten, rasen",furiar
Wut,furie
Wüterich,furion
wütend,furiosi
liefern,furnir
Lieferung,furnitura
Lieferant,furnitor
Wut,furore
Diebstahl,furte
stehlen,furter
Dieb,furtero
"Furunkel, Blutgeschwür",furuncul
"schmelzen, gießen",fuser
Gewehr,fusil
"Gewehrlauf, Gewehrrohr",fusiltube
schießen (Waffe),fusilar
Schütze,fusilero
"Fusion, Verschmelzung",fusion
"verschmelzen, fusionieren",fusionar
Fußball,futballe
"gering, wertlos, seicht",futil
Zukunft,futur
zukünftig,futuri
Futurist,futurist
gackern,gacardar
Fischhaken,gaffe
Wette,gage
wetten,gagear
Gala,gala
galaktisch,galactic
galant,galant
Galaxis,galaxe
Galeere,galere
Galerie,galerie
verworrenes Geschwätz,galimatias
Wales,Gallia
Huhn,gallina
Hühnchen,gallinelle
Hühnerstall,galliniere
Hahn,gallino
Galeone,gallion
Gallone,gallon
Gummischuhe,galoche
Galopp,galoppa
galoppieren,galoppar
galvanisch,galvanic
galvanisieren,galvanisar
Gamasche,gamache
"Schaft, Stiefel",gambale
Bein,gambe
"herum springen, herumtollen",gambillar
Lausbub,gamino
Tonleiter,gamme
heißer Brand (med.),gangren
"Verdienst, Gewinn",gania
Gewinn,ganie
verdienen,ganiar
einen akademischen Grad erwerben,ganiar un gradu universitari graduieren
Gans,gans(a)
Gänschen,gansello
Gänserich,ganso
Handschuh,gante
Handschuhe,gantes
gaffen,gapar
Gaffer,gapon
Garage,garage
"Garant, Bürge",garant
Garantie,garantie
"garantieren, bürgen",garantir
Garbe,garbe
Schutzbrille,garda-ocules
Garderobe,garda-robe
"hüten, behüten, aufbewahren, bewachen",gardar
Wache,garde
Wächter,gardero
Wasserspeier,gargule
Wachhäuschen,garite
"garnieren, ausstatten, verzieren",garnir
Garnierung,garniment
Garnison,garnison
"Garnitur, Verzierung",garnitura
"Würgeschraube, Knebel",garot
"knebeln, würgen",garotar
Junge,garson
kleiner Junge,litt garson
Kellner,garson de café
Gas,gas
Gast,gast
Gasthaus,gastería
Gastritis,gastrite
Gastronom,gastronom
gastronomisch,gastronomic
Gastronomie,gastronomie
"lustig sein, fröhlich sein",gaudiar
"Lustigkeit, Freude",gaudie
"fröhlich, lustig",gaudiosi
"froh, heiter, lustig, fröhlich",gay
"Frohsinn, Heiterkeit",gayesse
"Frohsinn, Heiterkeit",gayitá
Gaze,gaze
Gazelle,gazelle
Zeitung,gazette
Rasen,gazon
Frost,gela
gefrieren,gelar
Speiseeis,gelate
Eisdiele,gelateería
Gelatine,gelatine
"Gelee, Sülze",gelé
Zwilling,gemelle
"Seufzer, Stöhnen",gemida
"ächzen, seufzen",gemir
"Qual, Bedrängnis, Verlegenheit, Hindernis",gena
"belästigen, bedrängen",genar
"Gendarm, Polizist",gendarme
Genealogie,genealogie
General,generale
"erzeugen, hervorbringen",generar
Generator,generator
Generation,generation
"Gattung, Geschlecht (gram.)",génere
Menschengeschlecht,génere homan
"großzügig, freigiebig",generosi
"Großzügigkeit, Freigiebigkeit",generositá
"Genesis (Bibel), Entstehung",genese
genetisch,genetic
Zahnfleisch,gengive
Genie,genie
genital,genital
Geschlechtsorgane,genitallia
"zeugen, erzeugen",geniter
Genitiv,genitive
Eltern,genitores
Sprössling,genitura
Leute,gente
Enzian,gentiane
"nett, höflich",gentil
"Höflichkeit, Artigkeit",gentilesse
Gentleman,gentilmann
Knie,genú
echt,genuin
Echtheit,genuitá
Geodäsie,geodesie
Georgien,Georgia
Geograph,geograf
geographisch,geografic
Geographie,geografie
Geologe,geolog
geologisch,geologic
Geologie,geologie
geometrisch,geometric
Geometrie,geometrie
Geranie,geranie
"Management, Geschäftsleitung",gerantie
"verwalten, managen, besorgen",gerer
"Deutsch, deutsch",german
Deutschland,Germania
"keimen, ausschlagen",germinar
"Keim, Saat",gérmine
Gerundium,gerundie
"Trächtigkeit, Schwangerschaft",gestation
"Geste, Gebärde",geste
"gestikulieren, Gebärden machen",gesticular
Geysir,geyser
Ghetto,ghetto
Riese,gigante
"riesig, riesenhaft",gigantesc
"gigantisch, riesig",gigantic
Weste,gilet
Gymnasium,gimnasium
Turner,gimnast
gymnastisch,gimnastic
Gymnastikreifen,gimnastic-anell
Gymnastikball,gimnastic-balle
Gymnastikband,gimnastic-bande
Gymnastikseil,gimnastic corde
"Turnen, Gymnastik",gimnastica
Gin,gin
Giraffe,giraffe
"kreisen, sich drehen, rotieren",girar
"Drehung, Rotation",giration
"rotierend, kreisend",giratori
"Wetterhahn, Wetterfahne",girette
Kreisel,giron
Eis-,glacial
gefrieren,glaciar
Eis,glacie
Eisberg,glacie-monte
Gletscher,glaciero
"fechten, mit dem Schwert kämpfen",gladiar
Gladiator,gladiator
Schwert,gladie
Eichel,glande
Gladiole,gladiol
Drüse,glandul
Glaser,glasero
Trinkglas,glass
glatt,glatt
Bügeleisen,glattuore
"Scholle, Erdklumpen",gleb
Glyzerin,glicerine
Glyzine,glicine
Glyptothek,gliptoteca
Siebenschläfer,glire
Glatteis,glissa-glacie
"ausrutschen, gleiten",glissar
rutschig,glissid
"Rutschbahn, Kufe, Schlitten",glissuore
"Globus, Erdball",glob
global,global
"Kügelchen, Körperchen, Pille",globul
"Knäuel (Garn), Strähne (Garn)",glom
Ruhm,glorie
glorifizieren,glorificar
ruhmreich,gloriosi
Glossar,glossarium
Glosse (Zeitung),glosse
"herunter schlucken, verschlingen",glotir
Vielfraß,gloton
"Traubenzucker, Glukose",glucose
kleben,glutinar
Klebstoff,glutine
knistern,gnistar
"Gnom, Zwerg",gnome
Gnu,gnu
Tor (Sport),gol
Golf,golf
Türangel,gonde
Gondel,góndol
gondeln,gondolar
Gondoliere,gondolero
Gong,gong
Tripper,gonoréa
Gorilla,gorille
gotisch,gotic
erziehen,governar
"Erzieherin, Gouvernante",governessa
"Liebreiz, Anmut, Gnade",gracie
"schlank, zierlich",gracil
anmutig,graciosi
Anmut,graciositá
Grad,gradu
graduell,gradual
"graduieren, einen Universitätsabschluss machen",graduar
graphisch,grafic
Graphik,grafica
Graphit,grafite
Grammatik,gramatica
Gramm,gramm
Granat,granat
groß,grand
Größe,gradesse
"grandios, hervorragend",grandiosi
Größe,granditá
Großbritannien,Grand Britannia
großartig,grandiosi
Großmutter,grand-matre
Größe,grandore
Großvater,grand-patre
Korn,grane
Kornspeicher,graniere
Granit,granite
Körnchen,granul
körnig,granulari
"fett, dick",grass
Fett,grasse
fettig,grassosi
dankbar,grat
"Gitter, Gatter",grate
beschenken,gratificar
"Bonus, Geschenk",gratification
Trinkgeld,gratiment
Dankbarkeit,gratitá
kratzen,grattar
"kostenlos, gratis",gratuit
"Gratulation, Glückwunsch",gratulation
"ernst, schwer",grav
"einschneiden, gravieren, eingraben",graver
Gravur,gravura
Schwere,gravitá
schwanger,gravid
Schwangerschaft,graviditá
Kies,gravie
Kiesgrube,graviera
"Erdanziehungskraft, Gravitation",gravitation
"Griechisch, griechisch",grec
Griechenland,Grecia
pfropfen,greftar
Pfropfen,grefte
Hagel,grel
hageln,grelar
Hagelkorn,grelun
Schoss,gremie
Granate,grenade
Grenadier,grenadero
Grönland,Grenland
"Klaue, Kralle",griffe
Grill,grill
grillen,grillar
gegrillt,grillat
Grille,grillie
sich schminken,grimar se
Schminke,grime
klettern,grimpar
grinsen,grinar
knirschen,grinsar
Grippe,grippe
grau,grisi
"schlagendes Wetter, schlechtes Wetter",grisú
grämen,grivar
"Gram, Kummer",grive
Glühwein,grog
"dick, beleibt, stark, geschwollen",gross
Groß (12 Dutzend),grosse
"grob, gemein, schmutzig",grossieri
"Grossist, Großhändler",grossist
grotesk,grotesc
Grotte,grotte
Kranich,grue
"Graupe, Haferschleim",gruel
Grunzen,grunida
grunzen,grunir
Gruppe,gruppe
ohrfeigen,guanciar
Ohrfeige,guanciade
"Wange, Backe",guancie
"Wächter, Hüter",guardian
Wacht,guardie
Gardist,guardist
"lauern, aufpassen",guatar
Teer,gudron
teeren,gudronar
kriegerisch,guerraci
Krieg führen,guerrar
Krieg,guerre
Bürgerkrieg,guerre intern
Krieg führen,guerrear
Krieger,guerrero
Guerilla,guerrilla
Guerillero,guerrillero
Uhu,guf
führen,guidar
Führung,guide
Führer,guidero
"Lenkstange (Fahrrad), Lenker",guidon
Gilde,guilde
"Guillotine, Fallbeil",guillotine
Girlande,guirlande
Gitarre,guitarre
"Gummi, Radiergummi",gumme
"Speiseröhre, Gurgel",gurgul
gurgeln,gurgulear
"leckerhaft, gefräßig, feinschmeckerisch",gurmand
"Geschmack, Lust, Neigung",gust
"schmecken, kosten",gustar
Tropfen,gutte
tropfen,guttear
Regenrinne,guttiere
Rachen,gúttur
Regierung,guvernament
regieren,guvernar
Gouverneur,guvernator
